CIDS,SE_NAME,SE_FREQ,SE_ONTOLOGY
CID000060934,neutropenia,3,01.02.03.004
CID005462337,muscle spasms,5,15.05.03.004
CID006918558,constipation,4,07.02.02.001
CID000060648,hyperlipidaemia,3,14.08.03.001
CID005493381,diarrhoea,4,07.02.01.001
CID000150311,back pain,4,15.03.04.005
CID000062819,gastrointestinal pain,4,07.01.05.005
CID000000444,hepatocellular injury,3,09.01.07.008
CID000092721,angiopathy,3,24.03.02.007
CID000003637,lacrimation increased,3,06.08.02.004
CID016129688,connective tissue disorder,5,15.06.01.006
CID000060857,laryngeal oedema,3,10.01.05.003|22.04.02.001|23.04.01.005
CID000005073,hyperreflexia,2,17.02.01.002
CID000129211,shock,2,24.06.02.002
CID000003152,lacrimal disorder,3,06.08.02.005
CID000005035,migraine,4,17.14.02.001|24.03.05.003
CID000068740,blood urea increased,4,13.13.01.006
CID005284627,tongue disorder,3,07.14.01.002
CID000004033,pruritus,5,23.03.12.001
CID005284627,hypernatraemia,2,14.05.04.001
CID003034010,diverticulitis,3,07.10.02.001|11.01.07.003
CID000969472,diarrhoea,4,07.02.01.001
CID006918155,pharyngitis,3,07.05.07.004|11.01.13.003|22.07.03.004
CID000004158,accommodation disorder,2,06.02.04.001
CID000031307,vomiting,4,07.01.07.003
CID000005071,dry mouth,4,07.06.01.002
CID000000137,scab,5,23.03.03.004
CID000002801,dysphagia,4,07.01.06.003
CID000082146,flatulence,5,07.01.04.002
CID000129228,somnolence,5,17.02.04.006|19.02.05.003
CID000119182,pericardial effusion,4,02.06.01.002
CID006509979,skin infection,4,11.01.12.003|23.09.04.002
CID000002088,dysgeusia,3,07.14.03.001|17.02.07.003
CID003052775,ill-defined disorder,4,08.01.03.049
CID005281037,depression,4,19.15.01.001
CID000009651,hyperkinesia,4,17.01.02.008
CID000002477,acute coronary syndrome,2,02.02.02.015|24.04.04.011
CID005361092,tachycardia,3,02.03.02.007
CID000005656,insomnia,5,17.15.03.002|19.02.01.002
CID005486971,corneal lesion,3,06.06.03.004
CID005311101,oral candidiasis,4,07.05.07.001|11.03.03.004
CID000216239,renal failure,4,20.01.03.005
CID000003559,jaundice,1,01.06.04.004|09.01.01.004|23.03.03.030
CID005362070,myalgia,4,15.05.02.001
CID003036505,hyperhidrosis,4,08.01.03.028|23.02.03.004
CID000644241,hepatic function abnormal,4,09.01.02.001
CID025074470,bronchitis,4,11.01.09.001|22.07.01.001
CID005280754,asthenia,4,08.01.01.001
CID000005291,urticaria,3,10.01.06.001|23.04.02.001
CID000168924,bronchitis,4,11.01.09.001|22.07.01.001
CID000110635,viral diarrhoea,4,07.19.02.008|11.05.04.012
CID000003158,herpes zoster,2,11.05.02.003|23.09.03.002
CID000060749,interstitial lung disease,3,10.02.01.033|22.01.02.003
CID000060853,neuropathy peripheral,4,17.09.03.003
CID000060953,asthma,3,10.01.03.010|22.03.01.002
CID000003961,hyperkalaemia,4,14.05.03.001
CID000037542,pigmentation disorder,3,23.05.03.001
CID000003446,amenorrhoea,3,05.05.01.002|21.01.02.001
CID000060198,feeling abnormal,4,08.01.09.014
CID000002083,migraine,4,17.14.02.001|24.03.05.003
CID000004493,ill-defined disorder,4,08.01.03.049
CID000005732,hallucination,4,19.10.02.002
CID000003878,hiccups,2,07.01.06.009|22.02.04.002
CID000006251,dyspnoea,4,02.01.03.002|22.02.01.004
CID000001775,infection,4,11.01.08.002
CID000451668,diarrhoea,5,07.02.01.001
CID000213046,blood creatine phosphokinase increased,4,13.04.01.001
CID006917715,contusion,4,12.01.06.001|15.03.01.008|23.03.11.002|24.07.06.001
CID000005719,increased appetite,3,08.01.09.027|14.03.01.003
CID000657237,proteinuria,3,20.02.01.011
CID005486971,oesophagitis,3,07.08.05.001
CID024826799,upper respiratory tract infection,4,11.01.13.009|22.07.03.011
CID000004539,eosinophilia,4,01.02.04.001
CID000092253,headache,4,17.14.01.001
CID006442177,platelet count decreased,4,13.01.04.001
CID000003702,hypochloraemia,4,14.05.08.003
CID000003878,hyperpathia,2,17.02.07.015
CID005311065,gastrointestinal pain,4,07.01.05.005
CID000213046,anxiety,4,19.06.02.002
CID000036462,leukopenia,5,01.02.02.001
CID000005487,shock,3,24.06.02.002
CID000175804,anaemia,4,01.03.02.001
CID000216416,fatigue,3,08.01.01.002
CID000003878,osteoarthritis,3,15.01.04.001
CID005486971,dry skin,3,23.03.03.001
CID000003696,ileus paralytic,1,07.02.05.001
CID000446541,urinary tract infection,5,11.01.14.004|20.08.02.001
CID000005358,bladder pain,2,20.02.02.001
CID000004173,mediastinal disorder,4,22.09.03.001
CID000060749,tenderness,2,08.01.08.005
CID000003661,angle closure glaucoma,2,06.03.01.001
CID001548943,dysgeusia,3,07.14.03.001|17.02.07.003
CID000071616,optic neuritis,3,06.04.08.002|10.04.10.002|17.04.05.001
CID000003032,colitis ulcerative,1,07.08.01.005|10.02.01.004
CID000077993,neuropathy peripheral,2,17.09.03.003
CID003086257,tremor,3,17.01.06.002
CID000060834,disturbance in attention,3,17.03.03.001|19.21.02.002
CID003062316,blood creatinine increased,4,13.13.01.004
CID000003899,liver injury,1,09.01.07.022|12.01.02.003
CID000002802,tension,4,19.06.02.005
CID000002099,discomfort,3,08.01.08.003
CID000002764,tinnitus,2,04.04.01.002|17.04.07.004
CID005486971,vulvovaginal mycotic infection,3,11.03.05.004|21.14.02.004
CID000003386,photosensitivity reaction,2,23.03.09.003
CID000047811,face oedema,4,08.01.07.003|10.01.05.002|23.04.01.004
CID000005625,rash,4,23.03.13.001
CID005486971,diarrhoea haemorrhagic,2,07.02.01.002|24.07.02.004
CID005486971,libido decreased,4,19.08.03.001|21.03.02.005
CID000002284,enuresis,4,19.07.04.001|20.02.02.003
CID000001775,chills,4,08.01.09.001|15.05.03.016
CID009868491,nasopharyngitis,4,11.01.13.002|22.07.03.002
CID000003672,somnolence,5,17.02.04.006|19.02.05.003
CID000005734,dehydration,3,14.05.05.001
CID011504294,back pain,4,15.03.04.005
CID000083030,nausea,5,07.01.07.001
CID003034010,abdominal distension,3,07.01.04.001
CID000004178,fatigue,4,08.01.01.002
CID000110635,nausea,5,07.01.07.001
CID000037542,arthralgia,5,15.01.02.001
CID000089594,back pain,4,15.03.04.005
CID000002118,feeling abnormal,4,08.01.09.014
CID000003902,embolism,3,24.01.01.009
CID000071616,disseminated intravascular coagulation,3,01.01.02.002|24.01.01.010
CID000446541,pain,5,08.01.08.004
CID000644241,sepsis,3,11.01.11.003
CID009875401,pain in extremity,4,15.03.04.010
CID005352062,anaemia,5,01.03.02.001
CID000043815,uterine spasm,2,21.07.03.002
CID000005358,hemiplegia,2,17.01.04.002
CID010324367,dry throat,3,07.06.01.005|22.02.05.004
CID005486971,abscess,3,11.01.08.001
CID000042890,body temperature increased,5,13.15.01.001
CID000104865,angioedema,2,10.01.05.009|23.04.01.001
CID000170361,hyperlipidaemia,3,14.08.03.001
CID000002662,dyspnoea,4,02.01.03.002|22.02.01.004
CID000146570,eye pruritus,3,06.04.05.006
CID000004609,hypokalaemia,5,14.05.03.002
CID000077990,neuralgia,3,17.02.07.005
CID016157882,erythema,4,23.03.06.001
CID000003386,amnesia,4,17.03.02.001|19.20.01.001
CID000065999,tachycardia,2,02.03.02.007
CID000053232,diarrhoea,4,07.02.01.001
CID000003878,acne,3,23.02.01.001
CID000060606,arthralgia,1,15.01.02.001
CID000002973,cataract,2,06.06.01.001
CID000636380,asthenia,2,08.01.01.001
CID000439693,pruritus,5,23.03.12.001
CID016129682,constipation,4,07.02.02.001
CID000003899,rash,5,23.03.13.001
CID000002771,phlebitis,2,12.02.01.002|24.05.03.001
CID000077992,amnesia,3,17.03.02.001|19.20.01.001
CID000446541,headache,5,17.14.01.001
CID000216416,labyrinthitis,2,04.04.03.001|11.01.05.002
CID005362440,discomfort,4,08.01.08.003
CID000000444,diplopia,3,06.02.06.002|17.17.01.005
CID000005852,protein urine present,4,13.13.02.006
CID005288826,anaemia,4,01.03.02.001
CID000121892,dysuria,4,20.02.02.002
CID000065628,depression,1,19.15.01.001
CID000104741,pain,5,08.01.08.004
CID000005002,photosensitivity reaction,3,23.03.09.003
CID005284583,sinusitis,4,11.01.13.005|22.07.03.007
CID000005656,euphoric mood,3,19.04.02.006
CID000000444,hyperkinesia,3,17.01.02.008
CID000005775,asthenia,4,08.01.01.001
CID000043815,myalgia,3,15.05.02.001
CID000047811,deafness,3,04.02.01.001
CID000003339,laboratory test abnormal,3,13.18.01.001
CID000057469,erythema,4,23.03.06.001
CID005486971,anorectal discomfort,2,07.03.03.003
CID000005533,eye pain,3,06.08.03.002
CID005284583,infection,5,11.01.08.002
CID000003152,pyuria,3,11.01.08.043|20.02.01.012
CID005284616,hypersensitivity,2,10.01.03.003
CID006451164,abnormal dreams,4,17.15.02.001|19.02.03.001
CID000037542,nightmare,3,19.02.03.003
CID000003157,shock,3,24.06.02.002
CID000002771,cystitis,3,11.01.14.001|20.03.02.002
CID000031703,weight decreased,4,13.15.01.005
CID000065999,dermatitis,3,23.03.04.002
CID000077993,hypothermia,2,08.05.01.003|12.05.03.001
CID000004634,oedema,4,08.01.07.006|14.05.06.010
CID000657180,seborrhoeic dermatitis,4,23.03.04.018
CID000446157,dermatitis,3,23.03.04.002
CID016134956,constipation,4,07.02.02.001
CID000121892,paraesthesia,4,17.02.06.005
CID000064147,retinal detachment,5,06.09.03.003|12.01.04.004
CID000003661,confusional state,2,17.02.03.005|19.13.01.001
CID000060752,bradycardia,4,02.03.02.002
CID000005291,haematemesis,3,07.12.02.002|24.07.02.011
CID006324671,septic shock,4,11.01.11.004|24.06.02.011
CID000003749,feeling cold,2,08.01.09.008
CID000009651,palpitations,3,02.01.02.003
CID000003784,palpitations,4,02.01.02.003
CID005360696,nausea,4,07.01.07.001
CID000003157,dyspepsia,4,07.01.02.001
CID000002771,acute coronary syndrome,3,02.02.02.015|24.04.04.011
CID054684141,gastroenteritis,4,07.19.03.001|11.01.07.004
CID000005029,diarrhoea haemorrhagic,2,07.02.01.002|24.07.02.004
CID000132971,pollakiuria,3,20.02.02.007
CID000969472,dyspepsia,4,07.01.02.001
CID000060648,pharyngitis,4,07.05.07.004|11.01.13.003|22.07.03.004
CID000006005,dizziness,5,02.01.02.004|17.02.05.003|24.06.02.007
CID000005291,dysgeusia,4,07.14.03.001|17.02.07.003
CID005493381,deafness,3,04.02.01.001
CID000443872,cough,4,22.02.03.001
CID000636380,haematoma,4,24.07.01.001
CID000060834,myocardial infarction,3,02.02.02.007|24.04.04.009
CID000060648,muscle twitching,4,15.05.03.005
CID000446541,hypokalaemia,5,14.05.03.002
CID000004609,skin disorder,4,23.03.03.007
CID025081014,pruritus,4,23.03.12.001
CID000002478,infection,5,11.01.08.002
CID000003696,vasospasm,1,24.04.02.002
CID000082146,decreased appetite,4,08.01.09.028|14.03.01.005
CID000644241,hepatotoxicity,3,09.01.07.009|12.03.01.008
CID000170361,erectile dysfunction,3,19.08.04.001|21.03.01.007
CID005284627,gastritis,4,07.08.02.001
CID005486971,tremor,4,17.01.06.002
CID000060464,dysgeusia,4,07.14.03.001|17.02.07.003
CID000005656,intestinal obstruction,2,07.13.01.002
CID000003746,dysuria,3,20.02.02.002
CID000000444,polyuria,3,20.02.03.002
CID000002083,agitation,3,17.02.05.012|19.06.02.001
CID000157920,abdominal discomfort,4,07.01.06.001
CID000065840,constipation,4,07.02.02.001
CID000073303,clostridium difficile colitis,3,07.19.01.004|11.02.02.004
CID000089594,acne,4,23.02.01.001
CID000154058,constipation,4,07.02.02.001
CID006509979,application site pain,4,08.02.01.004|12.07.01.004
CID000002118,pollakiuria,3,20.02.02.007
CID000005029,erectile dysfunction,2,19.08.04.001|21.03.01.007
CID000441335,influenza,4,11.05.03.001|22.07.02.001
CID000060853,rash,4,23.03.13.001
CID000071616,tinnitus,2,04.04.01.002|17.04.07.004
CID000005719,urinary retention,2,20.02.02.011
CID000004171,muscle spasms,3,15.05.03.004
CID000003494,upper respiratory tract infection,5,11.01.13.009|22.07.03.011
CID000037542,hypotension,4,24.06.03.002
CID000060198,musculoskeletal pain,5,15.03.04.007
CID000110635,bronchitis,4,11.01.09.001|22.07.01.001
CID071306834,sinusitis,4,11.01.13.005|22.07.03.007
CID000077993,stupor,3,17.02.04.007|19.02.05.004
CID000003559,ventricular tachycardia,1,02.03.04.010
CID000033741,abdominal discomfort,3,07.01.06.001
CID000009444,rhinitis,4,11.01.13.004|22.07.03.006
CID011672602,musculoskeletal chest pain,4,15.03.04.012|22.09.01.001
CID000002284,ataxia,4,08.01.02.004|17.02.02.001
CID000451668,epistaxis,5,22.04.03.001|24.07.01.005
CID016132418,lipodystrophy acquired,3,14.08.04.008|23.07.01.003
CID000004171,oedema,3,08.01.07.006|14.05.06.010
CID000004212,decreased appetite,5,08.01.09.028|14.03.01.005
CID000005073,skin ulcer,2,23.07.03.003|24.04.03.007
CID000077993,sleep disorder,2,19.02.04.001
CID003033637,cough,4,22.02.03.001
CID000005961,urinary tract disorder,5,20.08.01.001
CID000005291,leukoderma,3,23.05.02.001
CID000034312,dizziness,5,02.01.02.004|17.02.05.003|24.06.02.007
CID000107807,sleep disorder,4,19.02.04.001
CID000001775,ear pain,3,04.03.01.003
CID024826799,bone pain,4,15.02.01.001
CID042611257,skin disorder,4,23.03.03.007
CID000392622,gastrointestinal pain,4,07.01.05.005
CID000060699,nervous system disorder,4,17.02.10.001
CID000004634,gastrointestinal pain,4,07.01.05.005
CID000003032,malnutrition,4,14.03.02.004
CID000003637,leukocytosis,1,01.02.01.002
CID000003345,euphoric mood,1,19.04.02.006
CID000082148,pruritus,3,23.03.12.001
CID000005732,somnambulism,2,17.15.02.004|19.02.03.006
CID000060834,yawning,4,22.02.05.017
CID000216326,oral candidiasis,3,07.05.07.001|11.03.03.004
CID000002284,mental disability,3,26.01.01.001
CID024965990,somnolence,4,17.02.04.006|19.02.05.003
CID002826718,respiratory distress,4,22.02.01.012
CID003062316,musculoskeletal discomfort,4,15.03.04.001
CID000005394,flushing,3,08.01.03.025|23.06.05.003|24.03.01.002
CID000026757,bladder pain,3,20.02.02.001
CID000104758,discomfort,4,08.01.08.003
CID000055283,decreased appetite,4,08.01.09.028|14.03.01.005
CID000004828,muscle spasms,4,15.05.03.004
CID044462760,blood creatinine increased,4,13.13.01.004
CID006918493,palpitations,4,02.01.02.003
CID000054746,dizziness,5,02.01.02.004|17.02.05.003|24.06.02.007
CID000062819,uterine haemorrhage,4,21.07.01.005|24.07.03.004
CID003000226,diarrhoea,4,07.02.01.001
CID000003348,cough,4,22.02.03.001
CID005284627,pain,4,08.01.08.004
CID000055480,paraesthesia,4,17.02.06.005
CID000060834,vision blurred,4,06.02.06.007|17.17.01.010
CID000063009,dysuria,3,20.02.02.002
CID000068740,headache,5,17.14.01.001
CID000219024,electrocardiogram st segment depression,5,13.14.05.005
CID000002764,conjunctivitis,2,06.04.01.002|11.01.06.012
CID000444795,cellulitis,4,11.02.01.001|23.09.01.001
CID000216416,dysphagia,2,07.01.06.003
CID000004679,musculoskeletal discomfort,2,15.03.04.001
CID000004585,gamma-glutamyltransferase increased,5,13.03.01.011
CID000005734,pruritus,4,23.03.12.001
CID005486971,apnoea,2,22.02.01.001
CID000060853,palpitations,3,02.01.02.003
CID000004173,sinusitis,4,11.01.13.005|22.07.03.007
CID000449171,hypersensitivity,3,10.01.03.003
CID000077990,acute coronary syndrome,4,02.02.02.015|24.04.04.011
CID000060953,hepatitis,3,09.01.07.004
CID000003446,paralysis,2,17.01.04.004
CID000003385,chest pain,4,02.02.02.011|08.01.08.002|22.02.08.003
CID000002369,depression,4,19.15.01.001
CID000004091,hypoglycaemia,5,05.06.03.001|14.06.03.001
CID000056338,dehydration,3,14.05.05.001
CID000969472,body temperature increased,3,13.15.01.001
CID000148192,lipodystrophy acquired,4,14.08.04.008|23.07.01.003
CID000004585,urinary retention,2,20.02.02.011
CID000001978,flatulence,4,07.01.04.002
CID000004440,muscle rigidity,3,15.05.04.001|17.05.02.005
CID000074989,cough,5,22.02.03.001
CID000083898,conjunctivitis,4,06.04.01.002|11.01.06.012
CID000121749,nasal congestion,4,22.04.04.001
CID000002801,cyanosis,2,02.01.02.002|22.02.02.007|24.03.01.007
CID000163296,hypertriglyceridaemia,4,14.08.02.001
CID009578572,hepatobiliary disease,3,09.01.08.003
CID005493444,blood creatinine increased,2,13.13.01.004
CID000004171,personality disorder,1,19.05.02.002
CID000005095,gastrointestinal pain,4,07.01.05.005
CID005352062,fatigue,5,08.01.01.002
CID005486971,rheumatoid arthritis,2,10.04.06.001|15.01.03.001
CID000005253,torsade de pointes,4,02.03.04.005
CID000005757,diarrhoea,4,07.02.01.001
CID000060853,pneumonia,3,11.01.09.003|22.07.01.003
CID005281004,musculoskeletal discomfort,4,15.03.04.001
CID006328144,leukopenia,5,01.02.02.001
CID000005757,vaginal infection,4,11.01.10.002|21.14.02.002
CID016157882,pruritus generalised,2,23.03.12.003
CID000005533,disturbance in sexual arousal,4,19.08.04.003
CID000005035,menopausal symptoms,5,21.02.02.002
CID000082146,arthropathy,5,15.01.01.003
CID000034312,cough,4,22.02.03.001
CID000115237,atrioventricular block first degree,4,02.03.01.004
CID000071616,dermatitis exfoliative,4,10.01.01.004|23.03.07.001
CID011707110,hypocalcaemia,5,14.04.01.004
CID005359476,body temperature increased,4,13.15.01.001
CID000071158,asthenia,4,08.01.01.001
CID000000444,lymphadenopathy,2,01.09.01.002
CID000004740,dyspepsia,4,07.01.02.001
CID006918554,cough,4,22.02.03.001
CID000644241,hyperhidrosis,4,08.01.03.028|23.02.03.004
CID000004634,flank pain,4,08.01.08.007|15.03.04.003|20.02.03.006
CID000208908,hot flush,5,08.01.03.027|21.02.02.001|24.03.01.005
CID005281081,feeling abnormal,4,08.01.09.014
CID000002801,pupils unequal,4,06.05.03.005|17.02.11.005
CID000060648,suicide attempt,3,19.12.01.004
CID000110635,oedema,4,08.01.07.006|14.05.06.010
CID009579578,vertigo,4,04.04.01.003|17.02.12.002
CID000259331,pruritus,4,23.03.12.001
CID003002977,myalgia,4,15.05.02.001
CID006324671,respiratory distress,4,22.02.01.012
CID005486971,dysuria,3,20.02.02.002
CID000077990,candida infection,3,11.03.03.021
CID000065016,hyperbilirubinaemia,3,01.06.04.003|09.01.01.003|14.11.01.010
CID000077998,nasopharyngitis,4,11.01.13.002|22.07.03.002
CID000060837,back pain,4,15.03.04.005
CID009924495,musculoskeletal discomfort,4,15.03.04.001
CID000004609,purpura,1,01.01.04.003|23.06.01.004|24.07.06.005
CID005486971,hypoaesthesia,3,17.02.06.023
CID000050224,weight increased,4,13.15.01.006
CID006442177,angioedema,3,10.01.05.009|23.04.01.001
CID000004585,amenorrhoea,3,05.05.01.002|21.01.02.001
CID000003108,oedema,2,08.01.07.006|14.05.06.010
CID025244225,angiopathy,4,24.03.02.007
CID000004173,upper respiratory tract infection,4,11.01.13.009|22.07.03.011
CID000038904,alopecia,4,23.02.02.001
CID016129682,chest pain,3,02.02.02.011|08.01.08.002|22.02.08.003
CID044564107,aspartate aminotransferase increased,4,13.03.01.006
CID000002802,salivary hypersecretion,5,07.06.01.009
CID000005656,tenosynovitis,3,15.07.01.004
CID006442177,dehydration,4,14.05.05.001
CID000060198,urinary tract infection,4,11.01.14.004|20.08.02.001
CID000146570,melaena,3,07.12.02.004|24.07.02.013
CID046216142,diarrhoea,4,07.02.01.001
CID000029029,application site burn,4,08.02.01.038|12.07.01.038|23.03.11.013
CID000003902,myocardial ischaemia,3,02.02.02.008|24.04.04.010
CID000168708,vaginal discharge,4,21.08.02.002
CID000002585,blood creatinine increased,4,13.13.01.004
CID000029029,photosensitivity reaction,4,23.03.09.003
CID000002118,connective tissue disorder,4,15.06.01.006
CID000657237,nausea,5,07.01.07.001
CID025074470,cough,4,22.02.03.001
CID000073303,neutropenia,3,01.02.03.004
CID000005291,hypokalaemia,4,14.05.03.002
CID003062316,musculoskeletal pain,4,15.03.04.007
CID000644241,hiatus hernia,3,07.16.01.001|22.09.02.004
CID000005070,trismus,2,15.05.04.004|17.01.03.004
CID000005961,hyperhidrosis,4,08.01.03.028|23.02.03.004
CID000005401,nausea,4,07.01.07.001
CID006509979,folliculitis,4,11.01.12.018|23.09.04.007
CID000047528,hyperhidrosis,3,08.01.03.028|23.02.03.004
CID000065016,stevens-johnson syndrome,2,10.01.03.020|11.07.01.005|12.03.01.014|23.03.01.007
CID000003878,depressed level of consciousness,3,17.02.04.002
CID000002754,flatulence,4,07.01.04.002
CID000060852,gastroenteritis,4,07.19.03.001|11.01.07.004
CID000055245,pain,5,08.01.08.004
CID000092721,haematuria,3,20.02.01.006|24.07.01.047
CID000002973,musculoskeletal discomfort,5,15.03.04.001
CID000157921,discomfort,5,08.01.08.003
CID000073491,headache,4,17.14.01.001
CID000005719,gastritis,3,07.08.02.001
CID000068740,hyperaesthesia,3,17.02.06.004
CID000002405,flushing,2,08.01.03.025|23.06.05.003|24.03.01.002
CID000005035,loss of consciousness,4,17.02.04.004
CID000004449,derealisation,3,19.10.02.001
CID000134780,oedema peripheral,5,02.05.04.007|08.01.07.007|14.05.06.011
CID000055245,decreased appetite,5,08.01.09.028|14.03.01.005
CID000005070,uterine leiomyoma,2,16.04.02.001|21.07.02.004
CID000006013,fatigue,4,08.01.01.002
CID015951529,hot flush,5,08.01.03.027|21.02.02.001|24.03.01.005
CID016129704,atrial fibrillation,4,02.03.03.002
CID000060648,arthritis,3,15.01.01.001
CID000004440,glycosuria,2,20.02.01.005
CID000004673,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000166548,insomnia,5,17.15.03.002|19.02.01.002
CID016130199,gastrooesophageal reflux disease,4,07.02.02.003
CID000005358,galactorrhoea,2,05.03.04.002|21.05.02.002
CID000004158,skin disorder,4,23.03.03.007
CID000026757,hypertension,4,24.08.02.001
CID005362129,orthostatic hypotension,4,17.05.01.020|24.06.03.004
CID000004893,tension,4,19.06.02.005
CID005486971,atrioventricular block complete,2,02.03.01.003
CID015951529,pollakiuria,4,20.02.02.007
CID000146570,dysuria,3,20.02.02.002
CID006918638,vomiting,5,07.01.07.003
CID000460612,nausea,5,07.01.07.001
CID000005002,ecchymosis,3,01.01.03.001|23.06.01.001|24.07.06.002
CID000065856,hypertension,4,24.08.02.001
CID000003158,shock,3,24.06.02.002
CID000003948,gastrointestinal pain,4,07.01.05.005
CID000004086,asthma,4,10.01.03.010|22.03.01.002
CID005486971,laryngitis,3,11.01.13.001|22.07.03.001
CID000060834,fatigue,5,08.01.01.002
CID000170361,dermatitis,4,23.03.04.002
CID000119569,disturbance in sexual arousal,4,19.08.04.003
CID005486971,periodontitis,2,07.09.01.002|11.01.04.012
CID005388961,vertigo,4,04.04.01.003|17.02.12.002
CID000259331,depression,4,19.15.01.001
CID000004205,pneumonia,3,11.01.09.003|22.07.01.003
CID000005719,body temperature increased,4,13.15.01.001
CID000004091,abdominal discomfort,4,07.01.06.001
CID005281040,headache,5,17.14.01.001
CID000002801,ataxia,3,08.01.02.004|17.02.02.001
CID000060648,urinary incontinence,4,17.05.01.008|20.02.02.010
CID000043672,blood urea increased,1,13.13.01.006
CID026275995,feeling abnormal,4,08.01.09.014
CID000005379,eye pain,3,06.08.03.002
CID000060857,haematemesis,2,07.12.02.002|24.07.02.011
CID000000137,aspartate aminotransferase increased,4,13.03.01.006
CID010482134,vomiting,4,07.01.07.003
CID000047811,cystitis,3,11.01.14.001|20.03.02.002
CID006419957,vertigo,4,04.04.01.003|17.02.12.002
CID000002771,acne,3,23.02.01.001
CID000060606,flatulence,3,07.01.04.002
CID000005732,muscle relaxant therapy,2,25.16.01.001
CID000047528,cholestasis,1,09.01.01.001
CID000060795,decreased appetite,4,08.01.09.028|14.03.01.005
CID000004440,musculoskeletal stiffness,3,15.03.01.005
CID005284543,vertigo,3,04.04.01.003|17.02.12.002
CID005281004,back pain,4,15.03.04.005
CID000005775,abdominal pain,4,07.01.05.002
CID000003386,vaginal haemorrhage,3,21.08.01.001|24.07.03.005
CID000003032,hepatic failure,1,09.01.03.002
CID000445643,hemiplegia,3,17.01.04.002
CID003052775,myocardial infarction,3,02.02.02.007|24.04.04.009
CID000443872,headache,3,17.14.01.001
CID000004173,nasal congestion,4,22.04.04.001
CID000043815,hostility,3,19.05.01.003
CID000005002,confusional state,4,17.02.03.005|19.13.01.001
CID005288826,dry mouth,4,07.06.01.002
CID000005487,skin cancer,2,16.03.02.002|23.08.02.002
CID000043815,salpingitis,2,11.01.10.001|21.14.03.001
CID000003016,somnolence,5,17.02.04.006|19.02.05.003
CID000005732,disturbance in sexual arousal,2,19.08.04.003
CID016137271,diarrhoea,4,07.02.01.001
CID000071616,liver function test abnormal,4,13.03.01.013
CID000003883,injection site pain,4,08.02.03.010|12.07.03.011
CID000002249,supraventricular tachycardia,5,02.03.03.012
CID000004051,musculoskeletal discomfort,3,15.03.04.001
CID000065999,oedema,4,08.01.07.006|14.05.06.010
CID000077993,alopecia,2,23.02.02.001
CID000057469,herpes simplex,3,11.05.02.001|23.09.03.001
CID010324367,influenza like illness,5,08.01.03.010
CID000003345,hypertension,2,24.08.02.001
CID000003365,malaise,3,08.01.01.003
CID003000226,vomiting,4,07.01.07.003
CID000004158,leukopenia,1,01.02.02.001
CID000043815,alanine aminotransferase increased,3,13.03.01.003
CID000005734,glaucoma,3,06.03.01.002
CID000004585,dermatitis,3,23.03.04.002
CID000068740,protein urine present,3,13.13.02.006
CID004659569,musculoskeletal discomfort,4,15.03.04.001
CID006918456,cough,4,22.02.03.001
CID000005656,micturition urgency,3,20.02.02.006
CID005311027,retinal haemorrhage,3,06.10.01.001|24.07.05.003
CID016129688,angiopathy,4,24.03.02.007
CID000060752,sinus bradycardia,4,02.03.03.009
CID000029029,candida infection,3,11.03.03.021
CID000054746,prostatic disorder,4,21.04.01.001
CID000005253,sexual dysfunction,4,19.08.05.002|21.03.02.003
CID000042113,conjunctival hyperaemia,4,06.04.01.004
CID000004178,headache,4,17.14.01.001
CID000043815,urine analysis abnormal,2,13.13.02.008
CID000004051,mouth ulceration,3,07.05.06.004
CID000003475,osteoarthritis,4,15.01.04.001
CID000002474,tachycardia,4,02.03.02.007
CID000644241,haematoma,3,24.07.01.001
CID016129682,tooth disorder,4,07.09.05.001
CID000002478,hyperbilirubinaemia,5,01.06.04.003|09.01.01.003|14.11.01.010
CID000003152,decreased appetite,4,08.01.09.028|14.03.01.005
CID016129672,asthma,4,10.01.03.010|22.03.01.002
CID003052775,oedema peripheral,4,02.05.04.007|08.01.07.007|14.05.06.011
CID005284627,electroencephalogram abnormal,3,13.07.03.001
CID000004585,oesophagitis,3,07.08.05.001
CID000002554,oedema,4,08.01.07.006|14.05.06.010
CID025151504,fatigue,4,08.01.01.002
CID009852981,transaminases increased,4,13.03.01.015
CID000129211,cough,4,22.02.03.001
CID000077993,nervousness,3,19.06.02.003
CID016130199,induration,5,08.01.03.020
CID000013109,headache,5,17.14.01.001
CID000005095,bruxism,3,07.01.06.008|19.11.03.001
CID000005070,hypotonia,2,15.05.04.008|17.05.02.002
CID003081361,tracheitis,3,11.01.13.007|22.07.03.009
CID000002405,body temperature increased,4,13.15.01.001
CID000441193,upper respiratory tract infection,4,11.01.13.009|22.07.03.011
CID000065999,cystitis,3,11.01.14.001|20.03.02.002
CID000451668,pruritus,4,23.03.12.001
CID000170361,lymphadenopathy,3,01.09.01.002
CID000392622,paraesthesia,4,17.02.06.005
CID005486971,pollakiuria,4,20.02.02.007
CID000002801,hyperglycaemia,3,05.06.02.002|14.06.02.002
CID000216326,weight decreased,5,13.15.01.005
CID005282381,dysmenorrhoea,3,21.01.01.002
CID005362118,psoriasis,2,10.02.01.036|23.03.14.002
CID000451668,hypertension,4,24.08.02.001
